;index;title;subtitle;description;image;keywords;syno_s;syno_m;syno_l;category;channel;language;release_date;duration_min;topic;image_l;image_xl;cleaned_syno_l;k_means
2131;2131;Taisce Shean Uladh - Treasures of Ancient Ulster;Episode 4;Cormac Ó hÁdhmaill explores the history of Ulster.;https://ichef.bbci.co.uk/images/ic/{recipe}/p01w4lz1.jpg;BBC, iPlayer, TV, Taisce Shean Uladh - Treasures of Ancient Ulster, Episode 4;Cormac Ó hÁdhmaill explores the history of Ulster.;In this four-part documentary series, presenter Cormac Ó hÁdhmaill explores the treasures of ancient Ulster and reveals the story of how Ulster came to be.;Sa tsraith seo de cheithre chlár, fiosróidh Cormac Ó hÁdhmaill taisce ársa na nUltach agus inseoidh sé an dóigh ar tháinig ann do chúige Uladh agus an saol a bhí ag a mhuintir thar na mílte bliain, ó na lonnaitheoirí ba luaithe go dtí teacht na Críostaíochta. In this four-part series, presenter Cormac Ó hÁdhmaill explores the treasures of ancient Ulster and reveals the story of how Ulster came to be and how its people lived over thousands of years, from the early settlers to the arrival of Christianity.;History;BBC TWO NORTHERN IRELAND DIGITAL;False;2014;29;history, documentaries;https://ichef.bbci.co.uk/images/ic/352x198/p01w4lz1.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p01w4lz1.jpg;sa tsraith seo de cheithre chlár fiosróidh cormac ó hádhmaill taisce ársa na nultach agus inseoidh sé dóigh ar tháinig ann chúige uladh agus saol bhí ag mhuintir thar na mílte bliain ó na lonnaitheoirí ba luaithe go dtí teacht na críostaíochta fourpart series presenter cormac ó hádhmaill explores treasure ancient ulster reveals story ulster came people lived thousand year early settler arrival christianity;14
2132;2132;Black and British: A Forgotten History;4. The Homecoming;David Olusoga concludes his series with the three African kings who stood up to empire.;https://ichef.bbci.co.uk/images/ic/{recipe}/p04hc6hv.jpg;BBC, iPlayer, TV, Black and British: A Forgotten History, 4. The Homecoming;David Olusoga concludes his series with the three African kings who stood up to empire.;Historian David Olusoga concludes his series with the three African kings who stood up to empire and the shaping of black British identity in the 20th century.;Historian David Olusoga concludes his series with the three African kings who stood up to empire, an irresistible crooner, race riots in Liverpool and the shaping of black British identity in the 20th century.;History;BBC TWO;False;2016;59;history, documentaries;https://ichef.bbci.co.uk/images/ic/352x198/p04hc6hv.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p04hc6hv.jpg;historian david olusoga concludes series three african king stood empire irresistible crooner race riot liverpool shaping black british identity 20th century;11
2133;2133;Locomotion: Dan Snow's History of Railways;Episode 3;The history of Britain's railways from the late 19th century to the outbreak of WWII.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0bn3nzy.jpg;BBC, iPlayer, TV, Locomotion: Dan Snows History of Railways, Episode 3;The history of Britain's railways from the late 19th century to the outbreak of WWII.;Dan Snow traces the development of Britain's railways from the late 19th century to the outbreak of World War II. During this time the railways changed the economy profoundly.;"Over just 50 years, Britain's railways grew from a handful of small lines carrying coal to the biggest industry in the strongest nation on the planet. A nation had built the railways and now those railways would build a nation, influencing working conditions for its employees, proving a valuable export across the globe and even changing warfare. 

Yet the story of railways up until the beginning of the Second World War concerned who they really belonged to - the private rail companies who were obsessed with profit, the public who rode them, or the government, who needed them at times of crisis but was reluctant to regulate.";History;BBC TWO;False;2013;59;history, documentaries;https://ichef.bbci.co.uk/images/ic/352x198/p0bn3nzy.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p0bn3nzy.jpg;50 year britain railway grew handful small line carrying coal biggest industry strongest nation planet nation built railway railway would build nation influencing working condition employee proving valuable export across globe even changing warfare yet story railway beginning second world war concerned really belonged private rail company obsessed profit public rode government needed time crisis reluctant regulate;8
2134;2134;Let’s Talk About the English;None;Chris McQueer examines the relationship between Scotland and England.;https://ichef.bbci.co.uk/images/ic/{recipe}/p09vv9d6.jpg;BBC, iPlayer, TV, Let’s Talk About the English;Chris McQueer examines the relationship between Scotland and England.;Scotland is home to 400,000 English people - but how do Scots get on with them? Scottish writer and performer Chris McQueer examines the relationship between the two nations.;"Scotland is home to 400,000 English people - but how do Scots get on with them? What do we share in our everyday lives, and what is at the root of modern-day enmity?

Young Scottish writer and performer Chris McQueer examines the relationship between the two nations, talking to Scots in England and English people living in Scotland.

Contributors include social historian Billy Kay, ex-Conservative MP Rory Stewart, crime writer Val McDermid and Leonie Bell, the woman who has taken over the V&A design museum in Dundee.

";History;BBC SCOTLAND;Contains some strong language.;2021;58;history;https://ichef.bbci.co.uk/images/ic/352x198/p09vv9d6.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p09vv9d6.jpg;scotland home 400000 english people scot get share everyday life root modernday enmity young scottish writer performer chris mcqueer examines relationship two nation talking scot england english people living scotland contributor include social historian billy kay exconservative mp rory stewart crime writer val mcdermid leonie bell woman taken va design museum dundee;3
2135;2135;Africa's Great Civilisations;Series 1: 6. Clash of Civilisations;A look at the 19th century, when competition for resources and trade led to conflicts.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0bh2hs2.jpg;BBC, iPlayer, TV, Africas Great Civilisations, Series 1: 6. Clash of Civilisations;A look at the 19th century, when competition for resources and trade led to conflicts.;Series exploring the history of Africa. The final episode reviews the 19th century, when a fierce competition for resources and trade led to conflicts.;"The award-winning film-maker and academic Henry Louis Gates Jr travels the length and breadth of Africa to explore the continent's epic history. 

In the final part of Africa's Great Civilisations, Henry Louis Gates Jr reviews the 19th century, when a fierce competition for resources and trade stimulated ingenuity but also enticed European powers, triggering the 'scramble for Africa' and inciting conflicts that threatened the stability and wellbeing of the continent.";History;BBC FOUR;False;2018;52;history, documentaries;https://ichef.bbci.co.uk/images/ic/352x198/p0bh2hs2.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p0bh2hs2.jpg;awardwinning filmmaker academic henry louis gate jr travel length breadth africa explore continent epic history final part africa great civilisation henry louis gate jr review 19th century fierce competition resource trade stimulated ingenuity also enticed european power triggering scramble africa inciting conflict threatened stability wellbeing continent;11
2136;2136;Naples '44;None;Norman Lewis's memoir is brought to life with archive and clips from films set in Naples.;https://ichef.bbci.co.uk/images/ic/{recipe}/p05nrzx0.jpg;BBC, iPlayer, TV, Naples 44;Norman Lewis's memoir is brought to life with archive and clips from films set in Naples.;In 1943, Norman Lewis arrived in newly liberated Naples. His memoir evocatively captures a city devastated by fascism, bombings, Nazi occupation and the Allied invasion.;"In late 1943, Norman Lewis was posted by the British Intelligence Corps to newly liberated Naples. He arrived to witness a city devastated by fascism, bombings, Nazi occupation and the Allied invasion. Written 30 years later, his remarkable memoir evocatively captures the resilience and resourcefulness of the city in the desperate months following the Nazis' withdrawal. 

Director Francesco Patierno combines extracts from this account, read by Benedict Cumberbatch, with powerful archival footage and clips from films set in Naples in the 50s and 60s, to portray a war-torn and once-dynamic city returning to life.";History;BBC FOUR;Contains upsetting scenes.;2017;79;history, documentaries;https://ichef.bbci.co.uk/images/ic/352x198/p05nrzx0.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p05nrzx0.jpg;late 1943 norman lewis posted british intelligence corp newly liberated naples arrived witness city devastated fascism bombing nazi occupation allied invasion written 30 year later remarkable memoir evocatively capture resilience resourcefulness city desperate month following nazi withdrawal director francesco patierno combine extract account read benedict cumberbatch powerful archival footage clip film set naples 50 60 portray wartorn oncedynamic city returning life;11
2137;2137;Britain's Forgotten Slave Owners;2. The Price of Freedom;David Olusoga traces the propaganda war waged between pro-slavery lobby and abolitionists.;https://ichef.bbci.co.uk/images/ic/{recipe}/p08gkbzx.jpg;BBC, iPlayer, TV, Britains Forgotten Slave Owners, 2. The Price of Freedom;David Olusoga traces the propaganda war waged between pro-slavery lobby and abolitionists.;Documentary. David Olusoga traces the bitter propaganda war waged between the pro-slavery lobby and the abolitionists.;"Historian David Olusoga continues his examination of Britain's forgotten slave owners. In this episode, David explores how in 1834 the government arrived at the extraordinary decision to compensate the slave owners with the equivalent of £17 billion in today's money. Tracing the bitter propaganda war waged between the pro-slavery lobby and the abolitionists, he reveals that paying off the slave owners for the loss of their human property was, ultimately, the only way to bring the system to an end.

Meticulously kept records held at the National Archives detail the names of the 46,000 slave owners from across the British empire who had a slice of this vast handout. Combined with new research, shared exclusively with the BBC by University College London, it reveals more about Britain's slave owners than we've ever known before.

Of the 46,000 names in the 1834 compensation records, 3,000 lived in Britain, yet they owned half of the slaves across the empire and pocketed half of the compensation money. These include members of the clergy and of the House of Lords. The records also show that at the point of abolition, more than 40 per cent of all the slave owners were women.

David goes on to investigate what happened to the wealth generated by the slave system and compensation pay out. He reveals aspects of Britain's spectacular industrialisation in the 19th century, the consolidation of the City of London as a world centre of finance, and a number of the country's most well-known institutions that all have links to slave-derived wealth.

Ultimately, David discovers that the country's debt to slavery is far greater than previously thought, shaping everything from the nation's property landscape to its ideas about race. A legacy that can still be felt today.";History;BBC TWO;False;2015;59;history, documentaries;https://ichef.bbci.co.uk/images/ic/352x198/p08gkbzx.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p08gkbzx.jpg;historian david olusoga continues examination britain forgotten slave owner episode david explores 1834 government arrived extraordinary decision compensate slave owner equivalent £17 billion today money tracing bitter propaganda war waged proslavery lobby abolitionist reveals paying slave owner loss human property ultimately way bring system end meticulously kept record held national archive detail name 46000 slave owner across british empire slice vast handout combined new research shared exclusively bbc university college london reveals britain slave owner weve ever known 46000 name 1834 compensation record 3000 lived britain yet owned half slave across empire pocketed half compensation money include member clergy house lord record also show point abolition 40 per cent slave owner woman david go investigate happened wealth generated slave system compensation pay reveals aspect britain spectacular industrialisation 19th century consolidation city london world centre finance number country wellknown institution link slavederived wealth ultimately david discovers country debt slavery far greater previously thought shaping everything nation property landscape idea race legacy still felt today;1
2138;2138;The Asian Welsh;Series 1: Episode 3;Onkar Singh Purewal explores how Indian immigration has transformed the Welsh economy.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0b6lfrj.jpg;BBC, iPlayer, TV, The Asian Welsh, Series 1: Episode 3;Onkar Singh Purewal explores how Indian immigration has transformed the Welsh economy.;Onkar reveals why family combined with a serious work ethic has meant immigrants from the Indian subcontinent have excelled in business and transformed the Welsh economy in the process.;"Onkar reveals why family combined with a serious work ethic has meant immigrants from the Indian subcontinent have excelled in business and transformed the Welsh economy in the process. He starts with the story of his own father. Sukdev arrived in Britain in 1976 with one suitcase and £75 in his pocket. From there, he built up a business empire of a corner shop, a chip shop and a hotel. Onkar also unearths why a fifth of corner shops in Wales are run by Indian immigrants. In the valleys and tight-knit communities outside big cities, Asian immigration helped smooth race relations, but in urban areas it was a different story.
 
Tea shop owner Kasim Ali grew up in Cardiff in the 1970s, and his parents ran a corner shop. He reveals the racist abuse they suffered and how that affected him growing up. But he also shares how times have changed and talks about the community bonds he has forged in opening up a chain of successful cafes across Cardiff. Onkar takes a crash course in tea making and tea etiquette as he finds out the secrets behind Kasim’s success.
 
In Colwyn Bay, Onkar rolls up his sleeves to take part in a Bollywood dance session run by entrepreneur Ghazala Jabeen. Pakistani-born, she moved to Colwyn Bay 25 years ago and is now one of a growing number of female Asian entrepreneurs able to spot an opportunity and grow a brand new business. Her Bollywood fitness classes have taken off across north Wales and bagged her a string of awards. She shares how being in Wales made it happen and why she thinks her business has been such a success.

Onkar heads for Cardiff market to try out his sales patter with the Singh family, who have run a mobile phone stall for 30 years. Finally Onkar meets Rakesh Aggarwal who runs Wales’s biggest beauty retailer – a business that started in his parents' garage and is now global. We hear how it employs a huge Welsh workforce and how the business could only have happened in Wales!";History;BBC ONE WALES;False;2021;28;history, documentaries;https://ichef.bbci.co.uk/images/ic/352x198/p0b6lfrj.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p0b6lfrj.jpg;onkar reveals family combined serious work ethic meant immigrant indian subcontinent excelled business transformed welsh economy process start story father sukdev arrived britain 1976 one suitcase £75 pocket built business empire corner shop chip shop hotel onkar also unearths fifth corner shop wale run indian immigrant valley tightknit community outside big city asian immigration helped smooth race relation urban area different story tea shop owner kasim ali grew cardiff 1970s parent ran corner shop reveals racist abuse suffered affected growing also share time changed talk community bond forged opening chain successful cafe across cardiff onkar take crash course tea making tea etiquette find secret behind kasim ’ success colwyn bay onkar roll sleeve take part bollywood dance session run entrepreneur ghazala jabeen pakistaniborn moved colwyn bay 25 year ago one growing number female asian entrepreneur able spot opportunity grow brand new business bollywood fitness class taken across north wale bagged string award share wale made happen think business success onkar head cardiff market try sale patter singh family run mobile phone stall 30 year finally onkar meet rakesh aggarwal run wale ’ biggest beauty retailer – business started parent garage global hear employ huge welsh workforce business could happened wale;1
2139;2139;Rise of the Nazis;Dictators at War: Episode 3;The resistance gets a student voice, and an enemy within plots to kill Hitler.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0bnf8r6.jpg;BBC, iPlayer, TV, Rise of the Nazis, Dictators at War: Episode 3;The resistance gets a student voice, and an enemy within plots to kill Hitler.;Facing defeat on the Eastern Front, Hitler retreats. Deep rifts emerge, and his inner circle vies for power. The resistance gets a student voice, and an enemy within plots to kill Hitler.;Facing defeat on the Eastern Front, Hitler retreats. Deep rifts emerge, and his inner circle vies for power. The resistance gets a student voice, and an enemy within plots to kill Hitler.;History;BBC TWO;False;2022;59;history;https://ichef.bbci.co.uk/images/ic/352x198/p0bnf8r6.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p0bnf8r6.jpg;facing defeat eastern front hitler retreat deep rift emerge inner circle vies power resistance get student voice enemy within plot kill hitler;11
2140;2140;Students of War - The Rise of the Taliban;None;Yalda Hakim examines the rise of the Taliban after the Soviet occupation of Afghanistan.;https://ichef.bbci.co.uk/images/ic/{recipe}/p09vm09l.jpg;BBC, iPlayer, TV, Students of War - The Rise of the Taliban;Yalda Hakim examines the rise of the Taliban after the Soviet occupation of Afghanistan.;With rare interviews and archive, Yalda Hakim examines the rise of the Taliban after the Soviet occupation of Afghanistan, and the formation of the CIA-backed Mujahideen.;"Having seen off the US, Nato and their Afghan allies, the Taliban are once more in control of Kabul and most of Afghanistan. It's an extraordinary resurgence for a group whose origins go back to the Cold War struggles and proxy wars of the 1970s and 1980s.

With rare interviews and archive, Yalda Hakim examines the rise of the Taliban after the Soviet occupation of Afghanistan and the formation of the CIA- and Pakistani-backed Mujahideen.";History;BBC NEWS24;False;2021;26;history;https://ichef.bbci.co.uk/images/ic/352x198/p09vm09l.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p09vm09l.jpg;seen u nato afghan ally taliban control kabul afghanistan extraordinary resurgence group whose origin go back cold war struggle proxy war 1970s 1980s rare interview archive yalda hakim examines rise taliban soviet occupation afghanistan formation cia pakistanibacked mujahideen;11
2141;2141;Bloody Sunday: Fifty Years On;None;Peter Taylor analyses what happened on Bloody Sunday.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0bjk4jt.jpg;BBC, iPlayer, TV, Bloody Sunday: Fifty Years On;Peter Taylor analyses what happened on Bloody Sunday.;Fifty years ago this month, paratroopers shot dead 13 innocent civil rights marchers in Northern Ireland. It is forever known as Bloody Sunday. Peter Taylor analyses what happened.;Fifty years ago this month, Paratroopers shot dead 13 innocent civil rights marchers in Northern Ireland. It was the British Army's darkest day - forever known as Bloody Sunday. No soldier has been prosecuted. The tragedy helped fuel the IRA's bloody campaign over the violent decades ahead and set back the chances of peace for more than 20 years. Peter Taylor analyses what happened and why - and assesses Bloody Sunday's legacy today.;History;BBC NEWS24;False;2022;23;history;https://ichef.bbci.co.uk/images/ic/352x198/p0bjk4jt.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p0bjk4jt.jpg;fifty year ago month paratrooper shot dead 13 innocent civil right marcher northern ireland british army darkest day forever known bloody sunday soldier prosecuted tragedy helped fuel ira bloody campaign violent decade ahead set back chance peace 20 year peter taylor analysis happened ass bloody sunday legacy today;16
2142;2142;Spotlight on the Troubles: A Secret History;Behind The Scenes;Fly-on-the-wall film about investigative journalists uncovering the past's secrets.;https://ichef.bbci.co.uk/images/ic/{recipe}/p07rdmfg.jpg;BBC, iPlayer, TV, Spotlight on the Troubles: A Secret History, Behind The Scenes;Fly-on-the-wall film about investigative journalists uncovering the past's secrets.;A behind-the-scenes look at how investigative journalists in Northern Ireland track down stories, uncover secret papers and persuade people to speak out.;This film shows how the critically acclaimed television series Spotlight on the Troubles: A Secret History was made. Reporters, producers – even the bosses – were filmed over two years as they uncovered incredible new stories about the past. How did Jennifer O'Leary persuade a former missionary priest to reveal his role in smuggling money and weapons to the IRA? How did Darragh Macintyre find out the British and American intelligence connections to a long-hidden documentary about a senior IRA man? And how did Mandy McAuley discover that a church charity worker was actually a suspect in a series of murders across Mid Ulster?;Documentary;BBC ONE NORTHERN IRELAND;Contains language which may offend.;2019;58;history, documentaries;https://ichef.bbci.co.uk/images/ic/352x198/p07rdmfg.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p07rdmfg.jpg;film show critically acclaimed television series spotlight trouble secret history made reporter producer – even boss – filmed two year uncovered incredible new story past jennifer oleary persuade former missionary priest reveal role smuggling money weapon ira darragh macintyre find british american intelligence connection longhidden documentary senior ira man mandy mcauley discover church charity worker actually suspect series murder across mid ulster;18
2143;2143;Groundbreakers;Nesca Robb;Writer and journalist Lesley Riddoch explores the forgotten story of Nesca Robb.;https://ichef.bbci.co.uk/images/ic/{recipe}/p03wv4z7.jpg;BBC, iPlayer, TV, Groundbreakers, Nesca Robb;Writer and journalist Lesley Riddoch explores the forgotten story of Nesca Robb.;Documentary in which writer and journalist Lesley Riddoch explores the forgotten story of Nesca Robb, the 20th-century Ulster poet, writer and historian.;Writer and journalist Lesley Riddoch explores the forgotten story of Nesca Robb, the 20th-century Ulster poet, writer and historian who played a key role in saving so much of the Ulster heritage we value and enjoy today.;History;BBC TWO NORTHERN IRELAND DIGITAL;False;2017;29;history, documentaries;https://ichef.bbci.co.uk/images/ic/352x198/p03wv4z7.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p03wv4z7.jpg;writer journalist lesley riddoch explores forgotten story nesca robb 20thcentury ulster poet writer historian played key role saving much ulster heritage value enjoy today;11
2144;2144;Ulster to the Arctic – A Gentleman’s Adventure;None;Leon McCarron retraces Lord Dufferin's 1856 voyage to the Arctic.;https://ichef.bbci.co.uk/images/ic/{recipe}/p06s6zpb.jpg;BBC, iPlayer, TV, Ulster to the Arctic – A Gentleman’s Adventure;Leon McCarron retraces Lord Dufferin's 1856 voyage to the Arctic.;Adventurer and travel writer Leon McCarron retraces part of the 1856 voyage to the Arctic made by one of his heroes, Lord Dufferin.;"Adventurer and travel writer Leon McCarron retraces part of the 1856 voyage to the Arctic made by one of his heroes, Lord Dufferin. In June 1856, the 1st Marquess of Dufferin and Ava, Frederick Hamilton-Temple-Blackwood, left his home in Bangor to travel across Scotland and on to the Arctic in a small sailing schooner. After travelling 6,000 miles in four months, Lord Dufferin published a best-selling account of his journey and in the process set the course for the rest of his life. He became the most outstanding diplomat of the Victorian era, a charming fixer solving international and domestic disputes everywhere from Canada to Burma.

Leon McCarron recreates this seminal voyage by following the accounts written in Lord Dufferin's book, introducing us to some of the stories of this extraordinary man. Leon considers Dufferin's family background, his Ulster-Scots heritage, his drive for adventure and achievement, and explores the parallels with his own background and adventurous life a century and a half later.

We reveal how the Scottish part of that first epic journey and his passion for Sir Walter Scott impacted Lord Dufferin's future, his Clandeboye estate, and the landscape of North Down as we know it today.";History;BBC TWO NORTHERN IRELAND DIGITAL;False;2018;59;history, documentaries;https://ichef.bbci.co.uk/images/ic/352x198/p06s6zpb.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p06s6zpb.jpg;adventurer travel writer leon mccarron retraces part 1856 voyage arctic made one hero lord dufferin june 1856 1st marquess dufferin ava frederick hamiltontempleblackwood left home bangor travel across scotland arctic small sailing schooner travelling 6000 mile four month lord dufferin published bestselling account journey process set course rest life became outstanding diplomat victorian era charming fixer solving international domestic dispute everywhere canada burma leon mccarron recreates seminal voyage following account written lord dufferins book introducing u story extraordinary man leon considers dufferins family background ulsterscots heritage drive adventure achievement explores parallel background adventurous life century half later reveal scottish part first epic journey passion sir walter scott impacted lord dufferins future clandeboye estate landscape north know today;8
2145;2145;Minding Our Language;Episode 2;Tim McGarry looks at Scots from the 18th century through to the present day.;https://ichef.bbci.co.uk/images/ic/{recipe}/p037lkd0.jpg;BBC, iPlayer, TV, Minding Our Language, Episode 2;Tim McGarry looks at Scots from the 18th century through to the present day.;Tim McGarry explores the history of the Scots language. In this second part, Tim looks at the 18th century through to the present day.;"Tim McGarry continues his quest charting the history of the Scots language from the 18th century to the present day. As the language declined, it was still able to throw up literary geniuses who saved Scots from obscurity and obliteration. Scottish poets like Robbie Burns and Hugh MacDiarmid kept Scots literature burning bright. In Ulster, Tim explores the genius of James Orr, the largely forgotten Ballycarry poet who many literary experts regard as the equal of Burns.

With contributions from former first minister of Scotland Alex Salmond, Martin O'Muilleor MLA, Laura Spence and other Scots and Ulster Scots Language experts, the programme also asks what the future is for Ulster Scots and Scots.";History;BBC TWO NORTHERN IRELAND DIGITAL;False;2015;29;history, documentaries;https://ichef.bbci.co.uk/images/ic/352x198/p037lkd0.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p037lkd0.jpg;tim mcgarry continues quest charting history scot language 18th century present day language declined still able throw literary genius saved scot obscurity obliteration scottish poet like robbie burn hugh macdiarmid kept scot literature burning bright ulster tim explores genius james orr largely forgotten ballycarry poet many literary expert regard equal burn contribution former first minister scotland alex salmond martin omuilleor mla laura spence scot ulster scot language expert programme also asks future ulster scot scot;11
2146;2146;Timeshift;Series 16: 4. Booze, Beans and Bhajis: The Story of the Corner Shop;The growing and shifting fortunes of the British corner shop over the past 70 years.;https://ichef.bbci.co.uk/images/ic/{recipe}/p04lf5w1.jpg;BBC, iPlayer, TV, Timeshift, Series 16: 4. Booze, Beans and Bhajis: The Story of the Corner Shop;The growing and shifting fortunes of the British corner shop over the past 70 years.;Babita Sharma explores the growing and shifting fortunes of the British corner shop to discover why this unsung hero has been at the centre of ordinary lives for over 70 years.;"What is it about the British and the corner shop? The corner shop has always been there for us, it's a British institution. It was on the front line of what was happening in society from the '40s to the noughties. It saved our bacon during World War II and it has become a rite of passage for new immigrants.

Journalist Babita Sharma, the daughter of shopkeepers, explores the growing and shifting fortunes of the corner shop to discover why this unsung hero has been at the centre of ordinary lives for more than 70 years. With contributions from comedian Sanjeev Singh Kholi and actor Nitin Ganatra, the film uses the shop as a way to explore the social fabric of Britain - from economic change to immigration.

The death of the corner shop has been predicted many times - but still it soldiers on. So just how has it managed to survive?";History;BBC FOUR;Contains language which may offend.;2016;59;history, documentaries;https://ichef.bbci.co.uk/images/ic/352x198/p04lf5w1.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p04lf5w1.jpg;british corner shop corner shop always u british institution front line happening society 40 noughties saved bacon world war ii become rite passage new immigrant journalist babita sharma daughter shopkeeper explores growing shifting fortune corner shop discover unsung hero centre ordinary life 70 year contribution comedian sanjeev singh kholi actor nitin ganatra film us shop way explore social fabric britain economic change immigration death corner shop predicted many time still soldier managed survive;1
2147;2147;The Boleyns: A Scandalous Family;Series 1: Episode 3;Anne Boleyn becomes queen. Her fate is sealed, and a nation is changed forever.;https://ichef.bbci.co.uk/images/ic/{recipe}/p09rfwh3.jpg;BBC, iPlayer, TV, The Boleyns: A Scandalous Family, Series 1: Episode 3;Anne Boleyn becomes queen. Her fate is sealed, and a nation is changed forever.;Anne makes her play for the biggest prize in the kingdom, and in doing so changes the course of British history. But the Boleyns have no idea of the high price they will have to pay.;Anne makes her play for the biggest prize in the kingdom, and in doing so changes the course of British history. But the Boleyns have no idea of the high price they will have to pay.;History;BBC TWO;False;2021;59;history;https://ichef.bbci.co.uk/images/ic/352x198/p09rfwh3.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p09rfwh3.jpg;anne make play biggest prize kingdom change course british history boleyn idea high price pay;13
2148;2148;M.I. High;Series 7: 13. The Last Stand;The spies' only option is to take the war to Korps.;https://ichef.bbci.co.uk/images/ic/{recipe}/p02ldwh5.jpg;BBC, iPlayer, TV, M.I. High, Series 7: 13. The Last Stand;The spies' only option is to take the war to Korps.;Children's spy drama. The Korps apocalypse is nigh and in a matter of hours the PM is due to sign over power to the deputy prime minister, Evelyn Baxter.;The Korps apocalypse is nigh. The world's most evil villains have now infiltrated every major organisation in the country and in a matter of hours the PM is due to sign over power to the deputy prime minister Evelyn Baxter, aka the crime minister! The spies' only option is to take the war to Korps.;CBBC;CBBC;False;2014;28;cbbc;https://ichef.bbci.co.uk/images/ic/352x198/p02ldwh5.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p02ldwh5.jpg;korps apocalypse nigh world evil villain infiltrated every major organisation country matter hour pm due sign power deputy prime minister evelyn baxter aka crime minister spy option take war korps;15
2149;2149;Mystic;Series 2: 8. The New Future;In the aftermath of the earthquake, the KP gang battle to save Natasha and the stables.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0b3jd09.jpg;BBC, iPlayer, TV, Mystic, Series 2: 8. The New Future;In the aftermath of the earthquake, the KP gang battle to save Natasha and the stables.;In the aftermath of the earthquake, Issie puts her own life in danger to try and rescue Natasha, while Tom finally accepts he has to sign the KP stables over to Ginty.;In the aftermath of the earthquake, Issie puts her own life in danger to try and rescue Natasha, while Tom finally accepts he has to sign the KP stables over to Ginty.;CBBC;CBBC;False;2021;28;cbbc;https://ichef.bbci.co.uk/images/ic/352x198/p0b3jd09.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p0b3jd09.jpg;aftermath earthquake issie put life danger try rescue natasha tom finally accepts sign kp stable ginty;16
2150;2150;Celebrity Supply Teacher;Series 2: 20. End of Term Review;A look back at a busy term to enjoy some unique moments from a staffroom of superstars.;https://ichef.bbci.co.uk/images/ic/{recipe}/p08xwr7m.jpg;BBC, iPlayer, TV, Celebrity Supply Teacher, Series 2: 20. End of Term Review;A look back at a busy term to enjoy some unique moments from a staffroom of superstars.;Take a look back at a busy second term on Celebrity Supply Teacher and enjoy some stand-out moments from a staffroom of superstars.;Take a look back at a busy second term and see which of our stars dazzled in the classroom. From Bruno Tonioli’s Italian lesson, Gemma Collins’ business studies class, Jay Blades history masterclass and Courtney Act’s well-being session, this series has brought unique moments from a staffroom of superstars.;CBBC;CBBC;False;2020;10;cbbc;https://ichef.bbci.co.uk/images/ic/352x198/p08xwr7m.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p08xwr7m.jpg;take look back busy second term see star dazzled classroom bruno tonioli ’ italian lesson gemma collins ’ business study class jay blade history masterclass courtney act ’ wellbeing session series brought unique moment staffroom superstar;5
2151;2151;The Story of Tracy Beaker;Series 5: 10. Moving On/The Wedding;Tracy tries to make amends with Cam. And it's Cam's big day.;https://ichef.bbci.co.uk/images/ic/{recipe}/p096tsfh.jpg;BBC, iPlayer, TV, The Story of Tracy Beaker, Series 5: 10. Moving On/The Wedding;Tracy tries to make amends with Cam. And it's Cam's big day.;Double bill of the drama series about a young girl who is looking for a foster home. Tracy tries to make amends with Cam. And it's Cam's big day.;Double bill of the drama series about a young girl who is looking for a foster home. Tracy tries to make amends with Cam. And it's Cam's big day.;CBBC;CBBC;False;2005;27;cbbc;https://ichef.bbci.co.uk/images/ic/352x198/p096tsfh.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p096tsfh.jpg;double bill drama series young girl looking foster home tracy try make amends cam cam big day;13
